identifier	synonyms	search
SW780	sw780	bladder
RT-4	rt-4	bladder
T24	t-24	bladder
647V	647v	bladder
RT-4	rt4p	bladder
UM-UC-3	university of michigan-urothelial carcinoma-3	bladder
639V	639 v	bladder
RT-112	rt 112	bladder
SW1710	sw-1710	bladder
RT-4	rt4	bladder
VM-CUB-1	vm-cub-i	bladder
J82	j82 cot	bladder
KU-19-19	ku19-19	bladder
BFTC-905	black foot disease transitional carcinoma 905	bladder
HT-1376	ht-1376	bladder
KU-19-19	keio university-19-19	bladder
SW1710	sw 1710	bladder
639V	639-v	bladder
UM-UC-3	uc-3	bladder
HT-1376	ht 1376	bladder
SW1710	sw1710	bladder
T24	t 24	bladder
KU-19-19	ku-19-19	bladder
BFTC-905	bftc 905	bladder
KU-19-19	ku 19-19	bladder
RT-112	rt112	bladder
VM-CUB-1	vmcub-1	bladder
TCCSUP	tcc-sup	bladder
LB831-BLC	lb831blc	bladder
J82	j 82	bladder
TCCSUP	tccsup	bladder
J82	j82cot	bladder
VM-CUB-1	vm-cub1	bladder
CAL-29	centre antoine lacassagne-29	bladder
KU-19-19	ku1919	bladder
HT-1376	ht 1376.t	bladder
647V	647-v	bladder
TCCSUP	tcc sup	bladder
SW780	sw 780	bladder
RT-112	rt-112	bladder
VM-CUB-1	vm-cub-1	bladder
J82	j82	bladder
UM-UC-3	um-uc-3	bladder
CAL-29	cal29	bladder
647V	647 v	bladder
J82	j-82	bladder
CAL-29	cal-29	bladder
BFTC-905	bftc-905	bladder
COLO 668	colo668	lung
Lu-134-A	lu-134	lung
NCI-H1048	h-1048	lung
NCI-H1963	h1963	lung
NCI-H1048	nci-h1048	lung
DMS 273	dms-273	lung
Lu-165	lu-165	lung
COLO 668	colo-668	lung
SHP-77	shadyside hospital pittsburgh-77	lung
NCI-H1417	ncih1417	lung
NCI-H128	h-128	lung
NCI-H211	nci-h211	lung
Lu-134-A	lu-134-ah	lung
LB647-SCLC	lb647-sclc	lung
NCI-H1105	h1105	lung
Lu-134-A	lu-134-a-h	lung
NCI-H526	nci-h526	lung
DMS 114	dms-114	lung
SW1271	sw-1271	lung
NCI-H1048	h1048	lung
NCI-H69	nci-hut-69	lung
NCI-H1304	nci-h1304	lung
IST-SL1	ist-sl1	lung
NCI-H1694	ncih1694	lung
COLO 668	colo 668	lung
NCI-H128	nci-128	lung
Lu-139	lu-139	lung
NCI-H1105	ncih1105	lung
NCI-H211	ncih211	lung
Lu-134-A	lu134-a-h	lung
NCI-H2171	h-2171	lung
Lu-139	lu139	lung
NCI-H2081	ncih2081	lung
NCI-H1694	nci-h1694	lung
NCI-H1876	h-1876	lung
NCI-H1963	nci-h1963	lung
Lu-165	lu165	lung
HCC33	hcc-33	lung
NCI-H211	h-211	lung
COR-L88	cor-l88	lung
SBC-1	sbc-1	lung
NCI-H1876	h1876	lung
NCI-H524	ncih524	lung
NCI-H64	h-64	lung
NCI-H64	h64	lung
NCI-H69	h69c	lung
NCI-H1105	nci-h1105	lung
Lu-135	lu135	lung
NCI-H2141	ncih2141	lung
NCI-H2196	ncih2196	lung
NCI-H211	h211	lung
NCI-H1105	h-1105	lung
NCI-H1688	h-1688	lung
NCI-H128	ncih128	lung
NCI-H1688	ncih1688	lung
NCI-H1341	nci-h1341	lung
NCI-H740	ncih740	lung
NCI-H250	h250	lung
Lu-134-A	lu134ah	lung
CPC-N	cpcn	lung
CPC-N	cpc.n	lung
NCI-H1694	h-1694	lung
NCI-H1694	h1694	lung
NCI-H187	ncih187	lung
NCI-H187	h-187	lung
NCI-H209	ncih209	lung
NCI-H1341	h1341	lung
NCI-H1341	ncih1341	lung
Lu-134-A	lu134a	lung
NCI-H1436	nci-h1436	lung
NCI-H526	h526	lung
NCI-H345	ncih345	lung
SBC-5	sbc-5	lung
NCI-H2141	h-2141	lung
NCI-H1048	ncih1048	lung
NCI-H524	h-524	lung
HCC33	hcc0033	lung
NCI-H2081	h2081	lung
NCI-H2081	h-2081	lung
NCI-H2227	h2227	lung
NCI-H64	ncih64	lung
CPC-N	cpn	lung
NCI-H841	nci-841	lung
NCI-H1304	h1304	lung
NCI-H2141	h2141	lung
SHP-77	shp-77	lung
NCI-H1688	nci-h1688	lung
Lu-139	ncc-c-lu-139	lung
NCI-H2171	h2171	lung
NCI-H841	nci-h841	lung
NCI-H2029	ncih2029	lung
NCI-H196	h196	lung
NCI-H740	h-740	lung
NCI-H209	h209	lung
COR-L279	cor-l279	lung
NCI-H446	ncih446	lung
CPC-N	cpc-n	lung
NCI-H82	ncih82	lung
NCI-H1304	h-1304	lung
NCI-H526	ncih526	lung
NCI-H1304	ncih1304	lung
NCI-H2029	nci-h2029	lung
NCI-H1092	h-1092	lung
NCI-H1092	nci-h1092	lung
NCI-H1836	h-1836	lung
NCI-H69	nci-h-69	lung
NCI-H847	h-847	lung
NCI-H2227	ncih2227	lung
NCI-H82	nci-h82	lung
NCI-H1876	ncih1876	lung
Lu-134-A	lu-134-a	lung
NCI-H1417	nci-h1417	lung
NCI-H740	nci-h740	lung
NCI-H847	h847	lung
COR-L303	cor l303	lung
NCI-H69	nci-h69	lung
DMS 79	dms 79	lung
COR-L311	corl311	lung
COR-L311	cor-l311	lung
COR-L95	corl95	lung
NCI-H2196	nci-h2196	lung
NCI-H1836	ncih1836	lung
DMS 114	dms 114	lung
COR-L88	cor l88	lung
SBC-1	sbc1	lung
SBC-5	sbc5	lung
IST-SL2	ist-sl2	lung
NCI-H1688	h1688	lung
COR-L303	corl303	lung
NCI-H187	nci-h187	lung
NCI-H748	h748	lung
NCI-H209	nci-h209	lung
NCI-H510A	h-510	lung
DMS 53	dms-53	lung
DMS 79	dms-79	lung
NCI-H446	h-446	lung
RERF-LC-FM	rerflcfm	lung
NCI-H82	h-82	lung
NCI-H82	h82sclc	lung
NCI-H526	h-526	lung
NCI-H345	nci-h345	lung
NCI-H128	h128	lung
NCI-H345	nci h345	lung
Lu-134-A	lu-134a	lung
NCI-H847	ncih847	lung
NCI-H2196	h2196	lung
NCI-H510A	nci-h510	lung
NCI-H1436	ncih1436	lung
RERF-LC-FM	lc-fm	lung
NCI-H446	nci-h446	lung
COR-L279	lucl4	lung
MS-1 [Human lung carcinoma]	ms-1 [human lung carcinoma]	lung
SBC-3	sbc-3	lung
NCI-H250	ncih250	lung
DMS 53	dms53	lung
NCI-H748	nci-h748	lung
NCI-H378	ncih378	lung
NCI-H510A	h510	lung
COR-L95	cor-l95	lung
DMS 53	dms 53	lung
NCI-H748	h-748	lung
DMS 79	dms79	lung
NCI-H82	nci-h-82	lung
COR-L88	corl88	lung
NCI-H1963	ncih1963	lung
NCI-H82	h82	lung
DMS 273	dms273	lung
NCI-H345	h345	lung
NCI-H510A	ncih510	lung
NCI-H510A	h-510a	lung
RERF-LC-FM	rerf-lc-fm	lung
NCI-H146	ncih146	lung
NCI-H748	ncih748	lung
NCI-H1436	h-1436	lung
NCI-H146	h-146	lung
NCI-H82	nci h82	lung
NCI-H510A	h510a	lung
NCI-H446	nci-446	lung
COR-L279	corl279	lung
NCI-H378	h-378	lung
NCI-H378	nci-h378	lung
NCI-H847	nci-h847	lung
NCI-H446	h446	lung
NCI-H841	ncih841	lung
NCI-H1436	h1436	lung
Lu-135	lu-135	lung
NCI-H510A	nci-h510a	lung
NCI-H250	h-250	lung
NCI-H378	h378	lung
NCI-H146	nci-h146	lung
NCI-H146	h146	lung
MS-1 [Human lung carcinoma]	ms1	lung
NCI-H69	h69	lung
NCI-H1092	ncih1092	lung
Lu-134-A	lu134	lung
NCI-H2227	nci-h2227	lung
NCI-H69	h-69	lung
NCI-H250	nci-h250	lung
DMS 114	dms114	lung
NCI-H196	ncih196	lung
NCI-H128	nci-h128	lung
NCI-H128	nci-h-128	lung
SHP-77	shp77	lung
NCI-H1417	h-1417	lung
NCI-H2196	h-2196	lung
HCC33	hcc33	lung
NCI-H187	h187	lung
NCI-H2029	h2029	lung
SW1271	sw1271	lung
LB647-SCLC	lb647sclc	lung
NCI-H2227	h-2227	lung
COR-L279	cor l279	lung
NCI-H69	nci-h69c	lung
MS-1 [Human lung carcinoma]	ms-1-l	lung
NCI-H841	h841	lung
NCI-H2029	h-2029	lung
NCI-H1876	nci-h1876	lung
DMS 273	dms 273	lung
NCI-H64	nci-h64	lung
NCI-H196	nci-h196	lung
SW1271	sw 1271	lung
NCI-H345	h-345	lung
NCI-H841	h-841	lung
NCI-H196	h-196	lung
COR-L303	cor-l303	lung
NCI-H2141	nci-h2141	lung
NCI-H1417	h1417	lung
NCI-H740	h740	lung
NCI-H2171	nci-h2171	lung
Lu-134-A	ncc-c-lu-134-a-h	lung
NCI-H1836	h1836	lung
NCI-H524	h524	lung
NCI-H209	h-209	lung
NCI-H69	ncih69	lung
NCI-H69	h69/p	lung
RERF-LC-FM	radiation effects research foundation-lung cancer-fm	lung
NCI-H1963	h-1963	lung
Lu-135	ncc-c-lu-135	lung
NCI-H2171	ncih2171	lung
SBC-3	sbc3	lung
NCI-H1836	nci-h1836	lung
NCI-H69	nci h69	lung
NCI-H524	nci-h524	lung
NCI-H1341	h-1341	lung
NCI-H1092	h1092	lung
NCI-H2081	nci-h2081	lung
PCI-15A	pci-15a	pyriform
PCI-15A	pci-15t	pyriform
PCI-15A	pci-15	pyriform
PCI-15A	pci15a	pyriform
PCI-15A	pci-15.1	pyriform
MDA-MB-453	mda-mb 453	breast
MDA-MB-453	mda-453	breast
MDA-MB-231	mb231	breast
MDA-MB-453	mda mb 453	breast
MDA-MB-231	md anderson-metastatic breast-231	breast
AU565	au-565	breast
MDA-MB-453	mdamb453	breast
MDA-MB-468	mda-mb-468	breast
MDA-MB-361	md anderson-metastatic breast-361	breast
HCC1428	hcc-1428	breast
MDA-MB-468	md anderson-metastatic breast-468	breast
MDA-MB-231	mda mb231	breast
MDA-MB-453	mda-mb453	breast
MDA-MB-361	mda361	breast
MDA-MB-231	mda mb 231	breast
CAMA-1	cama-1	breast
MDA-MB-468	mda468	breast
AU565	au565	breast
MDA-MB-415	mda-415	breast
MDA-MB-361	mda mb 361	breast
MDA-MB-361	mdamb361	breast
MDA-MB-468	mdamb468	breast
HCC1428	hcc1428	breast
MDA-MB-361	mda-mb 361	breast
MDA-MB-361	mda-361	breast
MDA-MB-415	mda415	breast
MDA-MB-231	mda-mb-231	breast
MDA-MB-361	mda-mb361	breast
MDA-MB-468	mb468	breast
MDA-MB-453	md anderson-metastatic breast-453	breast
MDA-MB-468	mda-468	breast
MDA-MB-453	mda453	breast
MDA-MB-468	mda-mb 468	breast
CAMA-1	cama	breast
MDA-MB-415	mdamb415	breast
MDA-MB-361	mda-mb-361	breast
MDA-MB-231	mda-231	breast
MDA-MB-231	mda-mb231	breast
MDA-MB-231	mdamb231	breast
MDA-MB-415	mda-mb415	breast
CAMA-1	cama1	breast
MDA-MB-453	mda-mb-453	breast
MDA-MB-231	mdamb-231	breast
MDA-MB-415	mda-mb-415	breast
MDA-MB-231	mda231	breast
MDA-MB-231	mda.mb.231	breast
MDA-MB-468	mda-mb468	breast
MDA-MB-415	md anderson-metastatic breast-415	breast
AU565	au 565	breast
MDA-MB-231	mda-mb 231	breast
EFO-21	efo-21	ovarian
OAW42	oaw42	ovarian
OAW42	oaw-42	ovarian
EFO-21	efo 21	ovarian
OAW42	oaw 42	ovarian
EFO-21	efo21	ovarian
RKN	rkn	ovarian
EFO-27	efo27	ovarian
EFO-27	efo-27	ovarian
EFO-27	efo 27	ovarian
HSC-39	hsc-39	gastric
OCUM-1	ocum1	gastric
NUGC-4	nugc-4	gastric
HSC-39	hsc39	gastric
NUGC-4	nu-gc-4	gastric
NUGC-4	nugc4	gastric
OCUM-1	osaka city university medical school-1	gastric
OCUM-1	ocum-1	gastric
NCI-N87	nci n87	gastric
NCI-N87	n-87	gastric
NCI-N87	h87	gastric
MKN28	mkn-28	gastric
MKN28	mkn 28	gastric
MKN7	mkn7	gastric
MKN7	mkn 7	gastric
NCI-N87	n87	gastric
MKN7	mkn-7	gastric
MKN28	mkn28	gastric
NCI-N87	h-87	gastric
NCI-N87	nci-n87	gastric
NCI-N87	nci-h87	gastric
NCI-N87	ncin87	gastric
MKN1	mkn1	gastric
MKN1	mkn-1	gastric
LS513	ls-513	colon
LS1034	ls-1034	colon
NCI-H508	ncih508	colon
NCI-H747	ncih747	colon
NCI-H508	nci-h508	colon
LS411N	ls411	colon
SNU-C2B	nci-snu-c2b	colon
NCI-H747	nci-h747	colon
SNU-C5	snu-c5/wt	colon
SNU-C5	snuc5	colon
SNU-C2B	snuc2b	colon
NCI-H508	h508	colon
LS513	ls 513	colon
NCI-H747	h-747	colon
NCI-H747	h747	colon
NCI-H716	ncih716	colon
LS1034	ls 1034	colon
LS411N	ls 411	colon
NCI-H508	h-508	colon
LS411N	ls-411	colon
LS513	ls513	colon
NCI-H508	nci h508	colon
NCI-H716	nci-h716	colon
NCI-H747	nci-747	colon
NCI-H716	nci h716	colon
LS411N	ls411n	colon
NCI-H747	nci747	colon
SNU-C2B	snu-c2b	colon
NCI-H747	nci h747	colon
SNU-C5	nci-snu-c5	colon
LS1034	ls1034	colon
NCI-H716	h-716	colon
LS411N	ls-411n	colon
NCI-H716	h716	colon
SNU-C5	snu-c5	colon
NCI-H441	nci-h441	lung
NCI-H441	h-441	lung
NCI-H441	nci-h441-4	lung
NCI-H441	h441	lung
NCI-H441	ncih441	lung
NCI-H441	nci-441	lung
KP-3	kp3	pancreatic
KP-3	kp-3	pancreatic
NCI-H3118	h-3118	parotid gland
NCI-H3118	h3118	parotid gland
NCI-H3118	nci-h3118	parotid gland
B-CPAP	bcpap	thyroid
B-CPAP	b-cpap	thyroid
B-CPAP	bc-pap	thyroid
S-117	s-117	thyroid
S-117	cls-117	thyroid
S-117	s117	thyroid
Becker	becker	astrocytoma
LNZTA3WT4	wt4	astrocytoma
H4	h4	astrocytoma
U-251MG	u251n	astrocytoma
SW1088	sw 1088	astrocytoma
U-251MG	251mg	astrocytoma
U-251MG	u251	astrocytoma
U-118MG	u-118-mg	astrocytoma
U-118MG	118 mg	astrocytoma
U-118MG	u-118 mg	astrocytoma
U-118MG	u-118mg	astrocytoma
NMC-G1	nmcg-1	astrocytoma
Becker	ak	astrocytoma
H4	h-4	astrocytoma
LNZTA3WT4	lnzta3wt4	astrocytoma
SF268	sf 268	astrocytoma
SK-MG-1	aj	astrocytoma
U-118MG	u118	astrocytoma
SF268	sf268	astrocytoma
NMC-G1	nmc-g1	astrocytoma
SW1088	sw-1088	astrocytoma
U-251MG	u-251	astrocytoma
U-251MG	u-251mg	astrocytoma
SK-MG-1	sk-mg-1	astrocytoma
SK-MG-1	skmg1	astrocytoma
U-118MG	u118-mg	astrocytoma
CCF-STTG1	sttg1	astrocytoma
U-251MG	251 mg	astrocytoma
U-118MG	u118mg	astrocytoma
U-251MG	u251mg	astrocytoma
U-251MG	u-251 mg	astrocytoma
CCF-STTG1	ccf-sttg1	astrocytoma
SW1088	sw1088	astrocytoma
U-251MG	u-251_mg	astrocytoma
CCF-STTG1	ccfsttg1	astrocytoma
NMC-G1	nmcg1	astrocytoma
LNZTA3WT4	lnzta3p53wt4	astrocytoma
U-251MG	u251-mg	astrocytoma
U-251MG	u-251-mg	astrocytoma
SF268	sf-268	astrocytoma
NMC-G1	national medical center-glioma 1	astrocytoma
U-118MG	118mg	astrocytoma
KGN	kgn	ovarian
MES-SA	mes-sa	uterine
MES-SA	messa	uterine
SK-UT-1	sk-ut-1	uterine
SK-UT-1	skut1	uterine
SK-UT-1	skut-1	uterine
SK-UT-1	sk ut 1	uterine
SKN	skn	uterine
NEC8	nec8	testicular
NCC-IT	nccit	testicular
NCC-IT	ncc-it	testicular
NEC8	nec-8	testicular
CAL-78	cal78	chondrosarcoma
CAL-78	centre antoine lacassagne-78	chondrosarcoma
CAL-78	cal 78	chondrosarcoma
CAL-78	cal-78	chondrosarcoma
ECC12	ecc12	gastric
ECC12	ecc-12	gastric
ECC10	ecc-10	gastric
ECC10	ecc 10	gastric
ECC10	ecc10	gastric
ECC12	ecc 12	gastric
NCI-H660	nci-h660	prostate
NCI-H660	h-660	prostate
NCI-H660	h660	prostate
NCI-H660	nci660	prostate
NCI-H660	ncih660	prostate
CRO-AP2	ap2	lymphoma
JSC-1	jsc1	lymphoma
CRO-AP2	cro-ap2	lymphoma
BC-3	bc3	lymphoma
BC-1	bc-1	lymphoma
CRO-AP2	croap2	lymphoma
BC-3	bc-3	lymphoma
BC-1	bc1	lymphoma
CRO-AP2	cro-ap/2	lymphoma
JSC-1	jsc-1	lymphoma
ACHN	achn	renal
OE33	oe-33	barrett
OE33	jroecl33	barrett
OE33	oe33	barrett
OE33	oec33	barrett
OE33	jroecl 33	barrett
HEL	gm06141b	leukemia
KMOE-2	kmoe2	leukemia
KMOE-2	kmoe-2	leukemia
HEL	hel	leukemia
HEL	human erythroleukemia	leukemia
HEL	gm06141	leukemia
SUP-T1	vb	lymphoma
SUP-T1	sup t-1	lymphoma
SUP-T1	supt-1	lymphoma
SUP-T1	sup-t1	lymphoma
SUP-T1	supt1	lymphoma
SUP-T1	tsup-1	lymphoma
SUP-T1	stanford university pediatric t-cell line 1	lymphoma
SUP-T1	sup t1	lymphoma
EM-2	em-2	leukemia
EM-2	em2	leukemia
AN3-CA	an-3	endometrial
HEC-1	hec-1	endometrial
KLE	kle	endometrial
MFE-280	mfe280	endometrial
MFE-280	mfe 280	endometrial
AN3-CA	an3 ca	endometrial
AN3-CA	an3ca	endometrial
AN3-CA	acanthosis nigricans 3rd attempt-carcinoma	endometrial
MFE-296	mfe 296	endometrial
HEC-1	human endometrial cancer-1	endometrial
HEC-1	hec-b-296	endometrial
SNG-M	sng-m	endometrial
SNG-M	sngm	endometrial
COLO 684	colo684	endometrial
MFE-296	mfe296	endometrial
MFE-296	mfe-296	endometrial
HEC-1	hec1	endometrial
COLO 684	colo 684	endometrial
MFE-280	mfe-280	endometrial
AN3-CA	an3-ca	endometrial
AN3-CA	an3	endometrial
COLO 684	colo-684	endometrial
NCI-H2803	nci-h2803	mesothelioma
NCI-H2804	ncih2804	mesothelioma
NCI-H2722	nci-h2722	mesothelioma
NCI-H2803	ncih2803	mesothelioma
NCI-H290	h290	mesothelioma
NCI-H290	h-290	mesothelioma
NCI-H2369	h-2369	mesothelioma
NCI-H290	hut290	mesothelioma
NCI-H2369	h2369	mesothelioma
NCI-H2722	h-2722	mesothelioma
NCI-H2722	ncih2722	mesothelioma
NCI-H290	hut-290	mesothelioma
NCI-H2804	nci-h2804	mesothelioma
NCI-H2803	h-2803	mesothelioma
NCI-H2722	h2722	mesothelioma
NCI-H290	hut 290	mesothelioma
NCI-H2369	nci-h2369	mesothelioma
NCI-H2803	h2803	mesothelioma
NCI-H2804	h2804	mesothelioma
NCI-H2804	h-2804	mesothelioma
NCI-H290	nci-h290	mesothelioma
Mo	mo	leukemia
BONNA-12	bonna-12	leukemia
BONNA-12	bonna12	leukemia
HC-1	hc-1	leukemia
HC-1	hc1	leukemia
MLMA	mlma	leukemia
Mo	mo t	leukemia
Mo	mo-t	leukemia
Mo	mot	leukemia
KY821	ky-821	leukemia
KY821	ky821	leukemia
SK-N-MC-IXC	mc-ixc	askin
SK-N-MC-IXC	sk-n-mc-ixc	askin
TASK1	task1	askin
SK-N-MC-IXC	mcixc	askin
OVCA433	ovca 433	ovarian
OVCA420	ovca420	ovarian
OVCA420	ovcar-420	ovarian
OVCA433	ovcar433	ovarian
JHOS-3	jhos-3	ovarian
OVCA433	ovca433_bast	ovarian
OVCA420	ovcar420	ovarian
OV56	ov-56	ovarian
OVCA433	ovca433	ovarian
OVCA433	ovcar-433	ovarian
OVCA420	ovca 420	ovarian
OVCA433	ov433	ovarian
OVCA420	ovcar 420	ovarian
OVCA420	ovca-420	ovarian
OVCA433	ovcar 433	ovarian
JHOS-3	jhos3	ovarian
OC 314	oc 314	ovarian
OVCA433	ovca-433	ovarian
OC 314	oc314	ovarian
OVCA433	sk-ov-433	ovarian
OVCA433	skov-433	ovarian
OC 314	oc-314	ovarian
OV56	ov56	ovarian
EN	en	endometrial
OV-90	ov-90	ovarian
DOV13	dov-13	ovarian
OV17R	ov17r	ovarian
OV17R	ov-17r	ovarian
DOV13	dov13	ovarian
DOV13	dov 13	ovarian
OV-90	ov90	ovarian
BFTC-909	black foot disease transitional carcinoma 909	renal
BFTC-909	bftc 909	renal
BFTC-909	bftc-909	renal
BFTC-909	bftc909	renal
HuTu 80	hutu 80	duodenal
HuTu 80	hutu-80	duodenal
HuTu 80	hutu80	duodenal
HT-1197	ht 1197.t	bladder
HT-1197	ht1197	bladder
HT-1197	ht 1197	bladder
HT-1197	ht-1197	bladder
CCRF-CEM	ccrf-cem	leukemia
ALL-SIL	all-sil	leukemia
CCRF-CEM	ccrf.cem	leukemia
CCRF-CEM	ccrfcem	leukemia
BE-13	be-13	leukemia
P12-Ichikawa	p12ichikawa	leukemia
CCRF-CEM	cem-0	leukemia
DND-41	dnd41	leukemia
BE-13	be13	leukemia
Karpas-45	karpas45	leukemia
MOLT-13	molt-13	leukemia
RPMI-8402	roswell park memorial institute 8402	leukemia
P12-Ichikawa	p-12	leukemia
P12-Ichikawa	p12/ichikawa	leukemia
CCRF-CEM	ccrf/cem/0	leukemia
P12-Ichikawa	p12/ich	leukemia
RPMI-8402	8402	leukemia
Karpas-45	t-45	leukemia
MOLT-13	molt 13	leukemia
Karpas-45	karpas 45	leukemia
Karpas-45	karpas-45	leukemia
CCRF-CEM	gm03671	leukemia
Karpas-45	k45	leukemia
RPMI-8402	rpmi-8402	leukemia
CCRF-CEM	ccrf-cem/s	leukemia
RPMI-8402	rpmi 8402	leukemia
RPMI-8402	rpmi8402	leukemia
DND-41	dnd 41	leukemia
MOLT-13	molt13	leukemia
PF-382	pf-382	leukemia
Karpas-45	line 45	leukemia
CCRF-CEM	ccrf cem	leukemia
MOLT-16	molt-16	leukemia
Jurkat	jurkat	leukemia
Karpas-45	t45	leukemia
Jurkat	jurkat-fhcrc	leukemia
Jurkat	jm-jurkat	leukemia
CCRF-CEM	ccrf	leukemia
ALL-SIL	allsil	leukemia
MOLT-16	molt 16	leukemia
CCRF-CEM	cem/0	leukemia
CCRF-CEM	gm03671c	leukemia
CCRF-CEM	cem-ccrf	leukemia
Jurkat	fhcrc subclone 11	leukemia
DND-41	dnd-41	leukemia
PF-382	pf382	leukemia
Jurkat	fcch1024	leukemia
MOLT-16	molt16	leukemia
ALL-SIL	sil-all	leukemia
Jurkat	fhcrc-11	leukemia
CCRF-CEM	cem-ccrf (camr)	leukemia
Jurkat	jm	leukemia
P12-Ichikawa	p12	leukemia
P12-Ichikawa	p12-ich	leukemia
P12-Ichikawa	p12-ichikawa	leukemia
CCRF-CEM	ccrf/cem	leukemia
Jurkat	jurkat fhcrc	leukemia
CCRF-CEM	cem	leukemia
GA-10	ga-10	leukemia
GA-10	ga10	leukemia
Hep 3B2.1-7	hep-3b2	hepatocellular
Hep 3B2.1-7	hep3b	hepatocellular
Hep 3B2.1-7	hep-3b	hepatocellular
Hep 3B2.1-7	hep 3b	hepatocellular
Hep 3B2.1-7	hep3b217	hepatocellular
Hep 3B2.1-7	hep3b2	hepatocellular
Hep 3B2.1-7	hep 3b2_1-7	hepatocellular
Hep 3B2.1-7	hep 3b2	hepatocellular
Hep 3B2.1-7	hep 3b2.1-7	hepatocellular
JHH-6	jhh-6	hepatocellular
SNU-387	snu387	hepatocellular
HuH-1	huh-1	hepatocellular
SNU-449	snu449	hepatocellular
HuH-1	huh1	hepatocellular
JHH-2	jhh-2	hepatocellular
SNU-182	snu-182	hepatocellular
JHH-2	jhh2	hepatocellular
SNU-182	nci-snu-182	hepatocellular
SNU-182	snu182	hepatocellular
SK-HEP-1	sk hep-1	hepatocellular
SK-HEP-1	sk hep 01	hepatocellular
JHH-7	jhh7	hepatocellular
JHH-4	jhh-4	hepatocellular
SNU-387	nci-snu-387	hepatocellular
JHH-4	jhh4	hepatocellular
Huh-7	japanese tissue culture-39	hepatocellular
Huh-7	huh-7	hepatocellular
Huh-7	huh7	hepatocellular
SNU-423	snu423	hepatocellular
JHH-7	jhh-7	hepatocellular
SNU-398	snu-398	hepatocellular
SK-HEP-1	sk_hep1	hepatocellular
SK-HEP-1	sk hep1	hepatocellular
SNU-475	nci-snu-475	hepatocellular
SNU-423	nci-snu-423	hepatocellular
SNU-398	snu398	hepatocellular
JHH-6	jhh6	hepatocellular
SNU-475	snu475	hepatocellular
SK-HEP-1	skhep-1	hepatocellular
JHH-7	flc7	hepatocellular
SK-HEP-1	sk-hep-1	hepatocellular
HuH-1	huh 1	hepatocellular
SNU-423	snu-423	hepatocellular
SK-HEP-1	sk-hep1	hepatocellular
SNU-398	nci-snu-398	hepatocellular
HLE	hle	hepatocellular
Huh-7	jtc-39	hepatocellular
SNU-475	snu-475	hepatocellular
JHH-7	flc-7	hepatocellular
SNU-449	snu-449	hepatocellular
JHH-7	functional liver cell-7	hepatocellular
SNU-387	snu-387	hepatocellular
SK-HEP-1	skhep1	hepatocellular
SNU-449	nci-snu-449	hepatocellular
SK-OV-3	skov3	ovarian
SK-OV-3	sko3	ovarian
SK-OV-3	sk-ov-3	ovarian
SK-OV-3	sk.ov.3	ovarian
SK-OV-3	skov-3	ovarian
IGROV-1	ov1/p	ovarian
TOV-112D	tov-112d	ovarian
OVK18	ovk-18	ovarian
IGROV-1	igrov-1	ovarian
IGROV-1	ov1-p	ovarian
TOV-112D	tov-112	ovarian
IGROV-1	igrov 1	ovarian
IGROV-1	igr.ov1	ovarian
A2780	a-2780	ovarian
IGROV-1	igrov1	ovarian
IGROV-1	igrov	ovarian
OVK18	ovk18	ovarian
OVK18	ovk#18	ovarian
TOV-112D	tov112	ovarian
A2780	a2780s	ovarian
TOV-112D	tov112d	ovarian
A2780	2780	ovarian
A2780	a2780	ovarian
IGROV-1	igr-ov1	ovarian
TC-YIK	tcyik	cervical
TC-YIK	tc-yik	cervical
A-253	a253	salivary
A-253	a-253	salivary
A-253	a 253	salivary
697	697	leukemia
697	emory university-3	leukemia
697	line 697	leukemia
RCH-ACV	rchacv	leukemia
RCH-ACV	rch-acv	leukemia
RCH-ACV	rch	leukemia
697	eu-3	leukemia
WRO	wro	thyroid
WRO	ro82	thyroid
ML-1 [Human thyroid carcinoma]	ml-1 [human thyroid carcinoma]	thyroid
ML-1 [Human thyroid carcinoma]	ml1	thyroid
WRO	wro82-1	thyroid
WRO	ucla ro 82-w-1	thyroid
WRO	ucla ro-82w-1	thyroid
TT2609-C02	tt2609-co2	thyroid
WRO	ucla ro82w1	thyroid
WRO	wro-82	thyroid
FTC-133	ftc133	thyroid
FTC-133	ftc-133	thyroid
WRO	ro 82 w-1	thyroid
WRO	wro82	thyroid
WRO	ro82w-1	thyroid
TT2609-C02	tt2609-c02	thyroid
WRO	ro82-w-1	thyroid
WRO	wro 82-1	thyroid
PCI-06A	pci-6.1	tonsillar
PCI-06A	pci-06a	tonsillar
PCI-06A	pci-6t	tonsillar
PCI-06A	pci-6a	tonsillar
YT	yt	natual killer
NK-92MI	nk92mi	natual killer
NK-92MI	nk92-mi	natual killer
NK-92MI	nk-92mi	natual killer
NK-92MI	nk-92 mi	natual killer
NK-92MI	nk-92 transfected with mfg-hil2	natual killer
TUR	tpa-u937-resistant	leukemia
Mono-Mac-6	mono mac 6	leukemia
Mono-Mac-6	mono-mac-6	leukemia
Mono-Mac-6	mono mac6	leukemia
Mono-Mac-6	monomac 6	leukemia
NOMO-1	nomo-1	leukemia
NOMO-1	nomo1	leukemia
Mono-Mac-6	mm6	leukemia
Mono-Mac-6	monomac6	leukemia
Mono-Mac-6	mono-mac 6	leukemia
TUR	tur	leukemia
Panc 02.03	panc_02_03	pancreatic
