identifier	synonyms	search	citations	isAuthor	letterCnt	numCnt	totalCnt	filtered_citations	summed_citations
KMOE-2	kmoe2	leukemia	2	FALSE	4	1	5	2	36
KMOE-2	kmoe-2	leukemia	34	FALSE	4	1	5	34	36
HEL	hel	leukemia	6560	FALSE	3	0	3	NA	1
HEL	human erythroleukemia	leukemia	4740	FALSE	20	0	20	NA	1
HEL	gm06141	leukemia	1	FALSE	2	5	7	1	1
SUP-T1	vb	lymphoma	NA	FALSE	2	0	2	NA	1117
SUP-T1	sup t-1	lymphoma	18	FALSE	4	1	5	18	1117
SUP-T1	supt-1	lymphoma	72	FALSE	4	1	5	72	1117
SUP-T1	sup-t1	lymphoma	486	FALSE	4	1	5	486	1117
SUP-T1	supt1	lymphoma	534	FALSE	4	1	5	534	1117
SUP-T1	tsup-1	lymphoma	7	FALSE	4	1	5	7	1117
SUP-T1	stanford university pediatric t-cell line 1	lymphoma	NA	FALSE	36	1	37	NA	1117
SUP-T1	sup t1	lymphoma	486	FALSE	4	1	5	486	1117
EM-2	em-2	leukemia	941	FALSE	2	1	3	941	1141
EM-2	em2	leukemia	200	FALSE	2	1	3	200	1141
AN3-CA	an-3	endometrial	213	FALSE	2	1	3	213	1305
HEC-1	hec-1	endometrial	1220	FALSE	3	1	4	1220	1463
KLE	kle	endometrial	1070	FALSE	3	0	3	NA	NA
MFE-280	mfe280	endometrial	42	FALSE	3	3	6	42	90
MFE-280	mfe 280	endometrial	48	FALSE	3	3	6	48	90
AN3-CA	an3 ca	endometrial	176	FALSE	4	1	5	176	1305
AN3-CA	an3ca	endometrial	654	FALSE	4	1	5	654	1305
AN3-CA	acanthosis nigricans 3rd attempt-carcinoma	endometrial	NA	FALSE	37	1	38	NA	1305
MFE-296	mfe 296	endometrial	105	FALSE	3	3	6	105	150
HEC-1	human endometrial cancer-1	endometrial	8	FALSE	22	1	23	8	1463
HEC-1	hec-b-296	endometrial	3	FALSE	4	3	7	3	1463
SNG-M	sng-m	endometrial	119	FALSE	4	0	4	119	136
SNG-M	sngm	endometrial	17	FALSE	4	0	4	17	136
COLO 684	colo684	endometrial	7	FALSE	4	3	7	7	19
MFE-296	mfe296	endometrial	45	FALSE	3	3	6	45	150
MFE-296	mfe-296	endometrial	105	FALSE	3	3	6	105	150
HEC-1	hec1	endometrial	232	FALSE	3	1	4	232	1463
COLO 684	colo 684	endometrial	12	FALSE	4	3	7	12	19
MFE-280	mfe-280	endometrial	48	FALSE	3	3	6	48	90
AN3-CA	an3-ca	endometrial	176	FALSE	4	1	5	176	1305
AN3-CA	an3	endometrial	262	FALSE	2	1	3	262	1305
COLO 684	colo-684	endometrial	12	FALSE	4	3	7	12	19
NCI-H2803	nci-h2803	mesothelioma	3	FALSE	4	4	8	3	7
NCI-H2804	ncih2804	mesothelioma	NA	FALSE	4	4	8	NA	10
NCI-H2722	nci-h2722	mesothelioma	2	FALSE	4	4	8	2	7
NCI-H2803	ncih2803	mesothelioma	NA	FALSE	4	4	8	NA	7
NCI-H290	h290	mesothelioma	144	FALSE	1	3	4	144	226
NCI-H290	h-290	mesothelioma	5	FALSE	1	3	4	5	226
NCI-H2369	h-2369	mesothelioma	NA	FALSE	1	4	5	NA	6
NCI-H290	hut290	mesothelioma	5	FALSE	3	3	6	5	226
NCI-H2369	h2369	mesothelioma	4	FALSE	1	4	5	4	6
NCI-H2722	h-2722	mesothelioma	NA	FALSE	1	4	5	NA	7
NCI-H2722	ncih2722	mesothelioma	NA	FALSE	4	4	8	NA	7
NCI-H290	hut-290	mesothelioma	5	FALSE	3	3	6	5	226
NCI-H2804	nci-h2804	mesothelioma	2	FALSE	4	4	8	2	10
NCI-H2803	h-2803	mesothelioma	NA	FALSE	1	4	5	NA	7
NCI-H2722	h2722	mesothelioma	5	FALSE	1	4	5	5	7
NCI-H290	hut 290	mesothelioma	5	FALSE	3	3	6	5	226
NCI-H2369	nci-h2369	mesothelioma	2	FALSE	4	4	8	2	6
NCI-H2803	h2803	mesothelioma	4	FALSE	1	4	5	4	7
NCI-H2804	h2804	mesothelioma	8	FALSE	1	4	5	8	10
NCI-H2804	h-2804	mesothelioma	NA	FALSE	1	4	5	NA	10
NCI-H290	nci-h290	mesothelioma	77	FALSE	4	3	7	77	226
Mo	mo	leukemia	NA	FALSE	2	0	2	NA	NA
BONNA-12	bonna-12	leukemia	44	FALSE	5	2	7	44	45
BONNA-12	bonna12	leukemia	1	FALSE	5	2	7	1	45
HC-1	hc-1	leukemia	296	FALSE	2	1	3	296	7816
HC-1	hc1	leukemia	7520	FALSE	2	1	3	7520	7816
MLMA	mlma	leukemia	16	FALSE	4	0	4	16	16
Mo	mo t	leukemia	722	FALSE	3	0	3	NA	NA
Mo	mo-t	leukemia	722	FALSE	3	0	3	NA	NA
Mo	mot	leukemia	1960	FALSE	3	0	3	NA	NA
KY821	ky-821	leukemia	24	FALSE	2	3	5	24	67
KY821	ky821	leukemia	43	FALSE	2	3	5	43	67
SK-N-MC-IXC	mc-ixc	askin	2	FALSE	5	0	5	2	2
SK-N-MC-IXC	sk-n-mc-ixc	askin	NA	FALSE	8	0	8	NA	2
TASK1	task1	askin	2	FALSE	4	1	5	2	2
SK-N-MC-IXC	mcixc	askin	2	FALSE	5	0	5	2	2
OVCA433	ovca 433	ovarian	514	FALSE	4	3	7	514	1204
OVCA420	ovca420	ovarian	328	FALSE	4	3	7	328	520
OVCA420	ovcar-420	ovarian	9	FALSE	5	3	8	9	520
OVCA433	ovcar433	ovarian	40	FALSE	5	3	8	40	1204
JHOS-3	jhos-3	ovarian	17	FALSE	4	1	5	17	33
OVCA433	ovca433_bast	ovarian	NA	FALSE	8	3	11	NA	1204
OVCA420	ovcar420	ovarian	18	FALSE	5	3	8	18	520
OV56	ov-56	ovarian	4	FALSE	2	2	4	4	49
OVCA433	ovca433	ovarian	586	FALSE	4	3	7	586	1204
OVCA433	ovcar-433	ovarian	27	FALSE	5	3	8	27	1204
OVCA420	ovca 420	ovarian	165	FALSE	4	3	7	165	520
OVCA433	ov433	ovarian	36	FALSE	2	3	5	36	1204
OVCA420	ovcar 420	ovarian	9	FALSE	5	3	8	9	520
OVCA420	ovca-420	ovarian	165	FALSE	4	3	7	165	520
OVCA433	ovcar 433	ovarian	27	FALSE	5	3	8	27	1204
JHOS-3	jhos3	ovarian	16	FALSE	4	1	5	16	33
OC 314	oc 314	ovarian	10	FALSE	2	3	5	10	28
OVCA433	ovca-433	ovarian	514	FALSE	4	3	7	514	1204
OC 314	oc314	ovarian	18	FALSE	2	3	5	18	28
OVCA433	sk-ov-433	ovarian	NA	FALSE	4	3	7	NA	1204
OVCA433	skov-433	ovarian	1	FALSE	4	3	7	1	1204
OC 314	oc-314	ovarian	10	FALSE	2	3	5	10	28
OV56	ov56	ovarian	45	FALSE	2	2	4	45	49
EN	en	endometrial	NA	FALSE	2	0	2	NA	NA
OV-90	ov-90	ovarian	427	FALSE	2	2	4	427	885
DOV13	dov-13	ovarian	83	FALSE	3	2	5	83	336
OV17R	ov17r	ovarian	12	FALSE	3	2	5	12	15
OV17R	ov-17r	ovarian	3	FALSE	3	2	5	3	15
DOV13	dov13	ovarian	253	FALSE	3	2	5	253	336
DOV13	dov 13	ovarian	83	FALSE	3	2	5	83	336
OV-90	ov90	ovarian	458	FALSE	2	2	4	458	885
BFTC-909	black foot disease transitional carcinoma 909	renal	NA	FALSE	37	3	40	NA	86
BFTC-909	bftc 909	renal	45	FALSE	4	3	7	45	86
BFTC-909	bftc-909	renal	45	FALSE	4	3	7	45	86
BFTC-909	bftc909	renal	41	FALSE	4	3	7	41	86
HuTu 80	hutu 80	duodenal	231	FALSE	4	2	6	231	292
HuTu 80	hutu-80	duodenal	231	FALSE	4	2	6	231	292
HuTu 80	hutu80	duodenal	61	FALSE	4	2	6	61	292
HT-1197	ht 1197.t	bladder	1	FALSE	3	4	7	1	586
HT-1197	ht1197	bladder	378	FALSE	2	4	6	378	586
HT-1197	ht 1197	bladder	207	FALSE	2	4	6	207	586
HT-1197	ht-1197	bladder	207	FALSE	2	4	6	207	586
CCRF-CEM	ccrf-cem	leukemia	9670	FALSE	7	0	7	9670	21098
ALL-SIL	all-sil	leukemia	281	FALSE	6	0	6	281	323
CCRF-CEM	ccrf.cem	leukemia	9670	FALSE	7	0	7	9670	21098
CCRF-CEM	ccrfcem	leukemia	148	FALSE	7	0	7	148	21098
BE-13	be-13	leukemia	347	FALSE	2	2	4	347	395
P12-Ichikawa	p12ichikawa	leukemia	6	FALSE	9	2	11	6	9784
CCRF-CEM	cem-0	leukemia	226	FALSE	3	1	4	226	21098
DND-41	dnd41	leukemia	242	FALSE	3	2	5	242	509
BE-13	be13	leukemia	48	FALSE	2	2	4	48	395
Karpas-45	karpas45	leukemia	23	FALSE	6	2	8	23	1178
MOLT-13	molt-13	leukemia	132	FALSE	4	2	6	132	170
RPMI-8402	roswell park memorial institute 8402	leukemia	NA	FALSE	28	4	32	NA	937
P12-Ichikawa	p-12	leukemia	2530	FALSE	1	2	3	2530	9784
P12-Ichikawa	p12/ichikawa	leukemia	163	FALSE	9	2	11	163	9784
CCRF-CEM	ccrf/cem/0	leukemia	88	FALSE	7	1	8	88	21098
P12-Ichikawa	p12/ich	leukemia	15	FALSE	4	2	6	15	9784
RPMI-8402	8402	leukemia	1570	FALSE	0	4	4	NA	937
Karpas-45	t-45	leukemia	294	FALSE	1	2	3	294	1178
MOLT-13	molt 13	leukemia	132	FALSE	4	2	6	132	170
Karpas-45	karpas 45	leukemia	97	FALSE	6	2	8	97	1178
Karpas-45	karpas-45	leukemia	97	FALSE	6	2	8	97	1178
CCRF-CEM	gm03671	leukemia	1	FALSE	2	5	7	1	21098
Karpas-45	k45	leukemia	85	FALSE	1	2	3	85	1178
RPMI-8402	rpmi-8402	leukemia	772	FALSE	4	4	8	772	937
CCRF-CEM	ccrf-cem/s	leukemia	18	FALSE	8	0	8	18	21098
RPMI-8402	rpmi 8402	leukemia	772	FALSE	4	4	8	772	937
RPMI-8402	rpmi8402	leukemia	165	FALSE	4	4	8	165	937
DND-41	dnd 41	leukemia	267	FALSE	3	2	5	267	509
MOLT-13	molt13	leukemia	38	FALSE	4	2	6	38	170
PF-382	pf-382	leukemia	132	FALSE	2	3	5	132	218
Karpas-45	line 45	leukemia	510	FALSE	4	2	6	510	1178
CCRF-CEM	ccrf cem	leukemia	9670	FALSE	7	0	7	9670	21098
MOLT-16	molt-16	leukemia	239	FALSE	4	2	6	239	334
Jurkat	jurkat	leukemia	26600	FALSE	6	0	6	26600	26689
Karpas-45	t45	leukemia	169	FALSE	1	2	3	169	1178
Jurkat	jurkat-fhcrc	leukemia	49	FALSE	11	0	11	49	26689
Jurkat	jm-jurkat	leukemia	38	FALSE	8	0	8	38	26689
CCRF-CEM	ccrf	leukemia	10500	FALSE	4	0	4	10500	21098
ALL-SIL	allsil	leukemia	14	FALSE	6	0	6	14	323
MOLT-16	molt 16	leukemia	239	FALSE	4	2	6	239	334
CCRF-CEM	cem/0	leukemia	226	FALSE	3	1	4	226	21098
CCRF-CEM	gm03671c	leukemia	5	FALSE	3	5	8	5	21098
CCRF-CEM	cem-ccrf	leukemia	442	FALSE	7	0	7	442	21098
Jurkat	fhcrc subclone 11	leukemia	NA	FALSE	13	2	15	NA	26689
DND-41	dnd-41	leukemia	267	FALSE	3	2	5	267	509
PF-382	pf382	leukemia	86	FALSE	2	3	5	86	218
Jurkat	fcch1024	leukemia	NA	FALSE	4	4	8	NA	26689
MOLT-16	molt16	leukemia	95	FALSE	4	2	6	95	334
ALL-SIL	sil-all	leukemia	28	FALSE	6	0	6	28	323
Jurkat	fhcrc-11	leukemia	2	FALSE	5	2	7	2	26689
CCRF-CEM	cem-ccrf (camr)	leukemia	NA	FALSE	11	0	11	NA	21098
Jurkat	jm	leukemia	NA	FALSE	2	0	2	NA	26689
P12-Ichikawa	p12	leukemia	7070	FALSE	1	2	3	7070	9784
P12-Ichikawa	p12-ich	leukemia	15	FALSE	4	2	6	15	9784
P12-Ichikawa	p12-ichikawa	leukemia	163	FALSE	9	2	11	163	9784
CCRF-CEM	ccrf/cem	leukemia	9670	FALSE	7	0	7	9670	21098
Jurkat	jurkat fhcrc	leukemia	49	FALSE	11	0	11	49	26689
CCRF-CEM	cem	leukemia	17700	FALSE	3	0	3	NA	21098
GA-10	ga-10	leukemia	168	FALSE	2	2	4	168	184
GA-10	ga10	leukemia	16	FALSE	2	2	4	16	184
Hep 3B2.1-7	hep-3b2	hepatocellular	70	FALSE	4	2	6	70	18308
Hep 3B2.1-7	hep3b	hepatocellular	15900	FALSE	4	1	5	15900	18308
Hep 3B2.1-7	hep-3b	hepatocellular	2160	FALSE	4	1	5	2160	18308
Hep 3B2.1-7	hep 3b	hepatocellular	2160	FALSE	4	1	5	2160	18308
Hep 3B2.1-7	hep3b217	hepatocellular	4	FALSE	4	4	8	4	18308
Hep 3B2.1-7	hep3b2	hepatocellular	133	FALSE	4	2	6	133	18308
Hep 3B2.1-7	hep 3b2_1-7	hepatocellular	NA	FALSE	4	4	8	NA	18308
Hep 3B2.1-7	hep 3b2	hepatocellular	70	FALSE	4	2	6	70	18308
Hep 3B2.1-7	hep 3b2.1-7	hepatocellular	41	FALSE	4	4	8	41	18308
JHH-6	jhh-6	hepatocellular	71	FALSE	3	1	4	71	178
SNU-387	snu387	hepatocellular	231	FALSE	3	3	6	231	493
HuH-1	huh-1	hepatocellular	260	FALSE	3	1	4	260	478
SNU-449	snu449	hepatocellular	535	FALSE	3	3	6	535	1075
HuH-1	huh1	hepatocellular	218	FALSE	3	1	4	218	478
JHH-2	jhh-2	hepatocellular	50	FALSE	3	1	4	50	80
SNU-182	snu-182	hepatocellular	245	FALSE	3	3	6	245	396
JHH-2	jhh2	hepatocellular	30	FALSE	3	1	4	30	80
SNU-182	nci-snu-182	hepatocellular	NA	FALSE	6	3	9	NA	396
SNU-182	snu182	hepatocellular	151	FALSE	3	3	6	151	396
SK-HEP-1	sk hep-1	hepatocellular	5400	FALSE	5	1	6	5400	11767
SK-HEP-1	sk hep 01	hepatocellular	10	FALSE	5	2	7	10	11767
JHH-7	jhh7	hepatocellular	55	FALSE	3	1	4	55	211
JHH-4	jhh-4	hepatocellular	95	FALSE	3	1	4	95	137
SNU-387	nci-snu-387	hepatocellular	NA	FALSE	6	3	9	NA	493
JHH-4	jhh4	hepatocellular	42	FALSE	3	1	4	42	137
Huh-7	japanese tissue culture-39	hepatocellular	NA	FALSE	21	2	23	NA	25502
Huh-7	huh-7	hepatocellular	10300	FALSE	3	1	4	10300	25502
Huh-7	huh7	hepatocellular	15200	FALSE	3	1	4	15200	25502
SNU-423	snu423	hepatocellular	188	FALSE	3	3	6	188	405
JHH-7	jhh-7	hepatocellular	105	FALSE	3	1	4	105	211
SNU-398	snu-398	hepatocellular	339	FALSE	3	3	6	339	656
SK-HEP-1	sk_hep1	hepatocellular	NA	FALSE	5	1	6	NA	11767
SK-HEP-1	sk hep1	hepatocellular	2900	FALSE	5	1	6	2900	11767
SNU-475	nci-snu-475	hepatocellular	NA	FALSE	6	3	9	NA	552
SNU-423	nci-snu-423	hepatocellular	NA	FALSE	6	3	9	NA	405
SNU-398	snu398	hepatocellular	317	FALSE	3	3	6	317	656
JHH-6	jhh6	hepatocellular	107	FALSE	3	1	4	107	178
SNU-475	snu475	hepatocellular	285	FALSE	3	3	6	285	552
SK-HEP-1	skhep-1	hepatocellular	212	FALSE	5	1	6	212	11767
JHH-7	flc7	hepatocellular	16	FALSE	3	1	4	16	211
SK-HEP-1	sk-hep-1	hepatocellular	5400	FALSE	5	1	6	5400	11767
HuH-1	huh 1	hepatocellular	260	FALSE	3	1	4	260	478
SNU-423	snu-423	hepatocellular	217	FALSE	3	3	6	217	405
SK-HEP-1	sk-hep1	hepatocellular	2920	FALSE	5	1	6	2920	11767
SNU-398	nci-snu-398	hepatocellular	NA	FALSE	6	3	9	NA	656
HLE	hle	hepatocellular	2290	FALSE	3	0	3	NA	NA
Huh-7	jtc-39	hepatocellular	2	FALSE	3	2	5	2	25502
SNU-475	snu-475	hepatocellular	267	FALSE	3	3	6	267	552
JHH-7	flc-7	hepatocellular	34	FALSE	3	1	4	34	211
SNU-449	snu-449	hepatocellular	540	FALSE	3	3	6	540	1075
JHH-7	functional liver cell-7	hepatocellular	1	FALSE	19	1	20	1	211
SNU-387	snu-387	hepatocellular	262	FALSE	3	3	6	262	493
SK-HEP-1	skhep1	hepatocellular	325	FALSE	5	1	6	325	11767
SNU-449	nci-snu-449	hepatocellular	NA	FALSE	6	3	9	NA	1075
SK-OV-3	skov3	ovarian	13800	FALSE	4	1	5	13800	27021
SK-OV-3	sko3	ovarian	11	FALSE	3	1	4	11	27021
SK-OV-3	sk-ov-3	ovarian	5210	FALSE	4	1	5	5210	27021
SK-OV-3	sk.ov.3	ovarian	5210	FALSE	4	1	5	5210	27021
SK-OV-3	skov-3	ovarian	8000	FALSE	4	1	5	8000	27021
IGROV-1	ov1/p	ovarian	16	FALSE	3	1	4	16	5763
TOV-112D	tov-112d	ovarian	380	FALSE	4	3	7	380	823
OVK18	ovk-18	ovarian	33	FALSE	3	2	5	33	120
IGROV-1	igrov-1	ovarian	1470	FALSE	5	1	6	1470	5763
IGROV-1	ov1-p	ovarian	16	FALSE	3	1	4	16	5763
TOV-112D	tov-112	ovarian	28	FALSE	3	3	6	28	823
IGROV-1	igrov 1	ovarian	1470	FALSE	5	1	6	1470	5763
IGROV-1	igr.ov1	ovarian	117	FALSE	5	1	6	117	5763
A2780	a-2780	ovarian	334	FALSE	1	4	5	334	15745
IGROV-1	igrov1	ovarian	2230	FALSE	5	1	6	2230	5763
IGROV-1	igrov	ovarian	1930	FALSE	5	0	5	1930	5763
OVK18	ovk18	ovarian	87	FALSE	3	2	5	87	120
OVK18	ovk#18	ovarian	33	FALSE	3	2	5	33	120
TOV-112D	tov112	ovarian	33	FALSE	3	3	6	33	823
A2780	a2780s	ovarian	411	FALSE	2	4	6	411	15745
TOV-112D	tov112d	ovarian	382	FALSE	4	3	7	382	823
A2780	2780	ovarian	3020	FALSE	0	4	4	NA	15745
A2780	a2780	ovarian	15000	FALSE	1	4	5	15000	15745
IGROV-1	igr-ov1	ovarian	117	FALSE	5	1	6	117	5763
TC-YIK	tcyik	cervical	NA	FALSE	5	0	5	NA	16
TC-YIK	tc-yik	cervical	16	FALSE	5	0	5	16	16
A-253	a253	salivary	142	FALSE	1	3	4	142	261
A-253	a-253	salivary	119	FALSE	1	3	4	119	261
A-253	a 253	salivary	119	FALSE	1	3	4	119	261
697	697	leukemia	18000	FALSE	0	3	3	NA	611
697	emory university-3	leukemia	3	FALSE	15	1	16	3	611
697	line 697	leukemia	256	FALSE	4	3	7	256	611
RCH-ACV	rchacv	leukemia	6	FALSE	6	0	6	6	237
RCH-ACV	rch-acv	leukemia	231	FALSE	6	0	6	231	237
RCH-ACV	rch	leukemia	866	FALSE	3	0	3	NA	237
697	eu-3	leukemia	352	FALSE	2	1	3	352	611
WRO	wro	thyroid	762	FALSE	3	0	3	NA	487
WRO	ro82	thyroid	46	FALSE	2	2	4	46	487
ML-1 [Human thyroid carcinoma]	ml-1 [human thyroid carcinoma]	thyroid	1	FALSE	23	1	24	1	177
ML-1 [Human thyroid carcinoma]	ml1	thyroid	176	FALSE	2	1	3	176	177
WRO	wro82-1	thyroid	31	FALSE	3	3	6	31	487
WRO	ucla ro 82-w-1	thyroid	103	FALSE	7	3	10	103	487
WRO	ucla ro-82w-1	thyroid	21	FALSE	7	3	10	21	487
TT2609-C02	tt2609-co2	thyroid	10	FALSE	4	5	9	10	26
WRO	ucla ro82w1	thyroid	NA	FALSE	7	3	10	NA	487
WRO	wro-82	thyroid	44	FALSE	3	2	5	44	487
FTC-133	ftc133	thyroid	482	FALSE	3	3	6	482	1406
FTC-133	ftc-133	thyroid	924	FALSE	3	3	6	924	1406
WRO	ro 82 w-1	thyroid	112	FALSE	3	3	6	112	487
WRO	wro82	thyroid	50	FALSE	3	2	5	50	487
WRO	ro82w-1	thyroid	5	FALSE	3	3	6	5	487
TT2609-C02	tt2609-c02	thyroid	16	FALSE	3	6	9	16	26
WRO	ro82-w-1	thyroid	41	FALSE	3	3	6	41	487
WRO	wro 82-1	thyroid	34	FALSE	3	3	6	34	487
PCI-06A	pci-6.1	tonsillar	NA	FALSE	3	2	5	NA	1
PCI-06A	pci-06a	tonsillar	1	FALSE	4	2	6	1	1
PCI-06A	pci-6t	tonsillar	NA	FALSE	4	1	5	NA	1
PCI-06A	pci-6a	tonsillar	1	FALSE	4	1	5	1	1
YT	yt	natual killer	NA	FALSE	2	0	2	NA	NA
NK-92MI	nk92mi	natual killer	127	FALSE	4	2	6	127	505
NK-92MI	nk92-mi	natual killer	69	FALSE	4	2	6	69	505
NK-92MI	nk-92mi	natual killer	279	FALSE	4	2	6	279	505
NK-92MI	nk-92 mi	natual killer	30	FALSE	4	2	6	30	505
NK-92MI	nk-92 transfected with mfg-hil2	natual killer	NA	FALSE	23	3	26	NA	505
TUR	tpa-u937-resistant	leukemia	3	FALSE	13	3	16	3	3
Mono-Mac-6	mono mac 6	leukemia	832	FALSE	7	1	8	832	1865
Mono-Mac-6	mono-mac-6	leukemia	832	FALSE	7	1	8	832	1865
Mono-Mac-6	mono mac6	leukemia	57	FALSE	7	1	8	57	1865
Mono-Mac-6	monomac 6	leukemia	175	FALSE	7	1	8	175	1865
NOMO-1	nomo-1	leukemia	279	FALSE	4	1	5	279	390
NOMO-1	nomo1	leukemia	111	FALSE	4	1	5	111	390
Mono-Mac-6	mm6	leukemia	412	FALSE	2	1	3	412	1865
Mono-Mac-6	monomac6	leukemia	389	FALSE	7	1	8	389	1865
Mono-Mac-6	mono-mac 6	leukemia	832	FALSE	7	1	8	832	1865
TUR	tur	leukemia	2000	FALSE	3	0	3	NA	3
Panc 02.03	panc_02_03	pancreatic	NA	FALSE	4	4	8	NA	137
Panc 03.27	panc327	pancreatic	NA	FALSE	4	3	7	NA	227
Panc 02.03	panc02.03	pancreatic	15	FALSE	4	4	8	15	137
Hs 766T	h766t	pancreatic	9	FALSE	2	3	5	9	1431
Panc 03.27	pl-11	pancreatic	35	FALSE	2	2	4	35	227
PaTu 8988t	patu8988t	pancreatic	129	FALSE	5	4	9	129	613
Panc 02.03	panc-02-03	pancreatic	2	FALSE	4	4	8	2	137
SU.86.86	su8686	pancreatic	108	FALSE	2	4	6	108	797
Panc 03.27	panc3.27	pancreatic	25	FALSE	4	3	7	25	227
PSN1	psn-1	pancreatic	422	FALSE	3	1	4	422	655
Hs 766T	hs766t	pancreatic	902	FALSE	3	3	6	902	1431
Hs 766T	hs-766t	pancreatic	216	FALSE	3	3	6	216	1431
PaTu 8902	patu 8902	pancreatic	102	FALSE	4	4	8	102	244
HuP-T3	hup-t3	pancreatic	58	FALSE	4	1	5	58	120
SU.86.86	su-86-86	pancreatic	8	FALSE	2	4	6	8	797
PL18 [Human pancreatic adenocarcinoma]	pl18 [human pancreatic adenocarcinoma]	pancreatic	NA	FALSE	31	2	33	NA	21
PaTu 8988t	patu 8988t	pancreatic	111	FALSE	5	4	9	111	613
Panc 02.03	panc 2.03	pancreatic	23	FALSE	4	3	7	23	137
Panc 02.03	panc0203	pancreatic	14	FALSE	4	4	8	14	137
Hs 766T	hs 766	pancreatic	37	FALSE	2	3	5	37	1431
DAN-G	dan-g	pancreatic	319	FALSE	4	0	4	319	319
Panc 03.27	pl11	pancreatic	62	FALSE	2	2	4	62	227
SW1990	sw 1990	pancreatic	619	FALSE	2	4	6	619	3049
Panc 02.03	panc203	pancreatic	3	FALSE	4	3	7	3	137
PaTu 8988t	8988t	pancreatic	227	FALSE	1	4	5	227	613
PaTu 8902	8902	pancreatic	496	FALSE	0	4	4	NA	244
HPAC	hpac	pancreatic	934	FALSE	4	0	4	934	934
Panc 03.27	panc0327	pancreatic	20	FALSE	4	4	8	20	227
Panc 03.27	panc-327	pancreatic	1	FALSE	4	3	7	1	227
Hs 766T	766t	pancreatic	233	FALSE	1	3	4	233	1431
Panc 03.27	panc 327	pancreatic	1	FALSE	4	3	7	1	227
SU.86.86	su.86.86	pancreatic	349	FALSE	2	4	6	349	797
SU.86.86	su.86	pancreatic	22	FALSE	2	2	4	22	797
SW1990	sw-1990	pancreatic	619	FALSE	2	4	6	619	3049
PaTu 8988t	patu 8988 t	pancreatic	21	FALSE	5	4	9	21	613
Panc 02.03	panc2.03	pancreatic	28	FALSE	4	3	7	28	137
PaTu 8902	pacl2	pancreatic	1	FALSE	4	1	5	1	244
Hs 766T	hs-766-t	pancreatic	34	FALSE	3	3	6	34	1431
DAN-G	dang	pancreatic	14700	FALSE	4	0	4	NA	319
Panc 03.27	panc3_27	pancreatic	NA	FALSE	4	3	7	NA	227
HuP-T4	hu-p-t4	pancreatic	NA	FALSE	4	1	5	NA	89
Hs 766T	hs 766t	pancreatic	216	FALSE	3	3	6	216	1431
PL18 [Human pancreatic adenocarcinoma]	pl-18	pancreatic	21	FALSE	2	2	4	21	21
HuP-T4	hupt4	pancreatic	20	FALSE	4	1	5	20	89
HuP-T4	hup-t4	pancreatic	69	FALSE	4	1	5	69	89
PaTu 8988t	patu-8988t	pancreatic	111	FALSE	5	4	9	111	613
HuP-T3	hu-p-t3	pancreatic	NA	FALSE	4	1	5	NA	120
HuP-T3	hupt3	pancreatic	62	FALSE	4	1	5	62	120
Panc 02.03	panc 02.03	pancreatic	51	FALSE	4	4	8	51	137
SW1990	sw1990	pancreatic	2430	FALSE	2	4	6	2430	3049
PSN1	psn1	pancreatic	233	FALSE	3	1	4	233	655
Panc 03.27	panc-03-27	pancreatic	2	FALSE	4	4	8	2	227
Panc 03.27	panc 3.27	pancreatic	27	FALSE	4	3	7	27	227
Panc 02.03	panc 203	pancreatic	1	FALSE	4	3	7	1	137
PaTu 8988t	patu-t	pancreatic	62	FALSE	5	0	5	62	613
Panc 02.03	panc2_03	pancreatic	NA	FALSE	4	3	7	NA	137
SU.86.86	su86.86	pancreatic	310	FALSE	2	4	6	310	797
PaTu 8902	patu8902	pancreatic	80	FALSE	4	4	8	80	244
PaTu 8902	patu-8902	pancreatic	102	FALSE	4	4	8	102	244
Panc 03.27	panc-03.27	pancreatic	55	FALSE	4	4	8	55	227
Panc 03.27	panc-3_27	pancreatic	NA	FALSE	4	3	7	NA	227
Panc 03.27	panc_03_27	pancreatic	NA	FALSE	4	4	8	NA	227
SU.86.86	su 86.86	pancreatic	349	FALSE	2	4	6	349	797
PaTu 8988t	pacl4	pancreatic	8	FALSE	4	1	5	8	613
PaTu 8988t	pa-tu t	pancreatic	NA	FALSE	5	0	5	NA	613
SU.86.86	su86_86	pancreatic	NA	FALSE	2	4	6	NA	797
PaTu 8988t	pa-tu-8988t	pancreatic	55	FALSE	5	4	9	55	613
PaTu 8902	pa-tu-8902	pancreatic	61	FALSE	4	4	8	61	244
SU.86.86	su86-86	pancreatic	310	FALSE	2	4	6	310	797
Panc 03.27	panc 03.27	pancreatic	55	FALSE	4	4	8	55	227
Hs 766T	hs 766.t	pancreatic	34	FALSE	3	3	6	34	1431
SK-GT-2	sk-gt-2	gastric	26	FALSE	4	1	5	26	27
SK-GT-2	skgt2	gastric	1	FALSE	4	1	5	1	27
HAL-01	hal-01	leukemia	110	FALSE	3	2	5	110	171
JM-1	jm1	leukemia	185	FALSE	2	1	3	185	551
HAL-01	hal-1	leukemia	50	FALSE	3	1	4	50	171
HAL-01	hal01	leukemia	11	FALSE	3	2	5	11	171
SUP-B8	supb8	leukemia	4	FALSE	4	1	5	4	29
JM-1	jm-1	leukemia	366	FALSE	2	1	3	366	551
SUP-B8	sup-b8	leukemia	25	FALSE	4	1	5	25	29
